식별자,뉴스제목,뉴스본문,Label
1_00148,"""CJ 이건희 회장, 인도적 배려 및 국가 경제 기여 기회 주는 의미에서 사면""","김현웅 법무부 장관이 12일 오전 11시 서울 종로구 정부서울청사에서 2016년 8. 15 광복절 특별사면대상자를 발표했다. 

CJ그룹 이재현 회장은 지병 악화 등으로 사실상 형 집행이 어렵다는 전문가 의견을 감안해, 인도적 배려 및 국가 경제에 기여할 수 있는 기회를 부여하는 뜻에서 사면됐다. 

이 회장 사면은 주요 경제단체, 종교계 등 각계 의견을 수렴하고, 사회 기여도, 죄질 및 정상관계 등을 종합적으로 고려했다고 김현웅 법무부 장관은 전했다. 지난해 11월 10일 서울고법에서 열린 파기 환송심 1차 공판 출석 당시 이재현 회장 모습정부는 광복절 71주년을 맞아 2016년 8월 13일자로 중소·영세 상공인, 서민 생계형 형사범, 불우 수형자 등 4,876명을 특별사면한다. 

모범수 730명에 대한 가석방, 모범 소년원생 75명에 대한 임시퇴원 조치, 서민 생계형 보호관찰대상자 925명에 대한 관찰 임시해제 등 은전 조치도 실시한다고 전했다. 더불어 운전면회 취소·정지·벌점, 생계형 어업인의 어업면허 취소·정지 등 행정 제제 대상자 총 1,422,493명에 대한 특별감면 조치를 함께 시행한다고 밝혔다.",1
1_00149,"갤럭시S7 엣지, 칼·충격으로 내구성 알아보니","최근 공개된 갤럭시S7 엣지는 얼마나 튼튼할까? 이를 실험해 본 영상이 눈길을 끌고 있다. 

유튜버 'JerryRigEverything'은 갤럭시S7 엣지를 입수해 칼과 불로 내구성 실험을 해봤다.

그는 라이터 불을 기기에 갖다 대기까지 했다.

1일 공개된 영상이다. 먼저 그는 전면 유리부터 실험했다.
9가지 다른 강도의 연장으로 유리를 긁었다.

그는 일반적인 스마트폰과 유리 내구성은 비슷하다는 결론을 내렸다. 뒷면에 있는 카메라 렌즈는 스크래치에 비교적 강했다.
하지만 그 옆에 있는 플래시와 심박동 센서는 플라스틱으로 덮여있어 다소 약했다. 다음은 '불 테스트' 였다.

그는 라이터로 화면 두 군데를 공략했다.
화면이 살짝 하얗게 됐지만 사용에 지장이 될 정도로 고장나지는 않았다. 마지막으로 그는 두 손으로 힘껏 기기를 구부렸다.
뒤쪽 패널이 살짝 들렸다.

그는 ""이렇게 되면 방수기능은 사라진다.
하지만 기기 자체는 구부러지지 않는다""고 말했다.
그는 현재까지 실험해 본 스마트폰 가운데 가장 튼튼하다고 평가하면서 영상을 끝맺었다.'JerryRigEverything'은 스마트폰 영상을 전문으로 올리는 유튜버다.

3일 그는 갤럭시S7을 완전히 분해해보는 영상을 공개하기도 했다.",1
1_00150,"이세돌과 대결한 애플 인공지능, 세계 바둑 순위 상위권에 올라","KBS '인공지능의 도전' 이세돌과 대결한 구글 인공지능 '알파고'가 세계 바둑 순위 상위권에 올라 눈길을 끌고 있다. 

14일 랭킹 사이트 고레이팅(Gorating)이 집계한 세계 바둑 순위에 따르면 알파고는 4위다.

공식 대전 수는 9대국으로 8승 1패를 기록했다. 고레이팅은 바둑 기사들의 기력을 분석해 '엘로(ELO) 포인트'라는 기준으로 수치화하는 비공식 사이트다.
자신보다 순위가 높은 사람에게 승리하면 순위가 오르는 식이다.

공식적인 국제 기구가 없어, 바둑계는 고레이팅의 통계를 참고해 세계 바둑기사들의 순위를 추정한다. 고레이팅은 한 번도 진 적이 없는 선수는 집계 대상에서 제외한다.

알파고는 13일 이세돌 9단에게 첫 패를 당하면서 순위에 포함됐다. 알파고와 대결한 이세돌 9단은 5위로 기록됐다.

1위는 중국의 커제 9단이다. 이러한 결과에 대해 구글 딥마인드 연구원 라이아 해드셀(Raia Hadsell)은 ""알파고가 적절한 순위에 올랐다.
3533점으로, 세계 랭킹 4위다.
커제와도 경기를 할 수 있을까?""라고 이날 페이스북에 적었다. 

이세돌 9단과 인공지능 알파고의 바둑 대결 '구글 딥마인드 챌린지 매치'는 지난 9일 서울 종로구 포시즌스호텔에서 시작됐다.
5판 3선승제로 지난 9일, 10일, 12일, 13일 열렸다. 5국은 15일 열린다. 이세돌 9단은 지난 13일 알파고와의 4번째 대결에서 첫 승을 거뒀다.
이 9단은 ""계속 지다가 한 판 이기니 이렇게 기쁠 수 없다. 동료들 응원 덕분에 한 판이라도 이긴 것 같다""고 소감을 말했다.",1
1_00151,"주차장에 나타난 70cm 맷돼지, 한때 괴소문도 돌아","광주 북구 두암동 한 다세대주택 주차장에서 출몰한 70센티미터에 달하는 이구아나 한마리가 포획되어 한때 괴소문이 돌았다.

이구아나의 정체를 몰랐던 일부 주민들 사이에서는 광주 도심에 괴물이 출현했다는 괴소문이 돌기도 했다. 

이구아나는 사람이 몰려들자 머리와 주머니를 흔들며 힘을 과시하기도 한 것으로 전해졌다. 119구조대는 애완용 이구아나가 탈출한 것으로 보고, 포획한 이구아나를 동물보호소로 인계했다. 

성질이 비교적 온순한 이구아나는 위급 상황 시 자신의 꼬리를 자르고 도망가는 특성을 가진 파충류로 잘 알려져있다.",1
1_00152,"""다른 아파트 같은 동에 거주하는 안재현-구혜선""","11일 디스패치는 공개 연인' 안재현(29), 구혜선(32)씨의 '달달한 순간'을 데이트 현장 사진을 전하며 ""두 사람이 같은 A아파트, 다른 동에 살고 있다""고 전했다.

매체에 따르면 A아파트는 안재현 씨가 살던 곳으로, 구혜선 씨가 바로 옆동으로 이사한 것으로 전해졌다. 

두 사람의 한 측근은 디스패치에 ""지난 설(2월)에 구혜선 씨가 안재현 씨 집에 인사하러 왔다며 ""양쪽 집안 모두 둘의 연애를 알고 있다""고 밝혔다. 이날 오전 이데일리 스타in은 안재현, 구혜선 씨가 1년째 열애 중이라고 보도했다.

이후 두 사람 측은 교제 사실을 공식인정했다. 

배우 겸 모델 안재현(29) 씨와 배우 구혜선(32) 씨가 1년째 목하 열애 중이라는 보도가 나왔다.",1
1_00153,"달콤한 화이트데이 사탕, 충치 유발 1위","남성이 여성에게 선물을 주며 사랑을 고백하는 기념일인 화이트데이가 하루 앞으로 다가왔다. 선물 형태도 사탕을 넘어 젤리부터 속옷까지 더 다양해졌다. 

최근에는 사탕보다 칼로리 부담이 적고 먹기 편하고 맛있는 젤리가 인기를 끌고 있는데 달콤한 화이트데이 선물이 자칫 충치를 발생시키는 1위로 돌아온 사정은 달라진다. 

강북삼성병원 치과 서종철 교수 도움말을 통해 화이트데이 충치 예방·치료법을 알아본다.

◇충치 유발지수 1위는 젤리…사과의 4. 6배로 높아우리나라 치과의사들은 충치가 잘 생기는 음식물로 단연 젤리를 꼽는다.

설탕 성분 외에도 점착성이 크기 때문이다. 대한치과의사협회가 발표한 음식물 충치유발지수는 사과와 라면이 10이었다.
매년 2월 14일 여성이 사랑하는 남성에게 선물하는 초콜릿 15, 인절미와 도넛은 각각 19로 조사됐다. 이어 비스킷과 과자 각각 27, 캐러멜은 38이었다.
젤리는 46으로 가장 높았다.

젤리가 사과·라면의 4. 6배, 과자보다도 1. 7배로 충치가 잘 생기는 것이다. 달콤한 선물도 좋지만 애인이나 배우자의 치아건강이 걱정된다면 치과의사협의 충치유발지수를 고려해볼 만하다. 허기를 달래줄 간식도 치아건강을 위협한다.

되도록이면 간식 섭취를 줄이고 충치가 덜 생기는 음식을 선택하는 것도 방법이다. 치아에 부담을 주는 단단한 음식물을 피하고 껌은 수분 정도만 씹고 뱉는다.

간식을 다 먹은 후에는 바로 이를 닦아준다. 설탕과 시럽이 많이 들어간 커피나 음료를 자주 마시거나 입안의 텁텁함을 없앤다고 사탕을 자주 먹는 것도 금물이다.◇충치 원인은 세균…10대까지 늘다가 20대부터 감소충치는 세균에 의해 치아가 구조적으로 파괴되는 것을 말한다.

보통 10대 후반까지 충치 발생이 늘다가 20대 이후부터 줄어드는 특징을 보인다. 이는 성인이 되면서 칫솔질 같은 위생관리를 잘하고 어릴 때보다 간식을 덜먹기 때문이다. 나이가 들면 치아가 점점 단단해져 충치에 대한 저항성이 높아진다.
다만 장년층이 되면 다시 충치에 약해지므로 주의해야 한다.

치주 질환이 잘 생겨 충치 저항성이 낮은 뿌리 부분이 노출된 탓이다. 충치가 생기는 구조적 원인은 음식물 섭취, 치아에 음식을 찌꺼기가 남고 치태(무색의 세균막) 형성, 시간 경과, 치태 내 세균 증식 순이다. 이어 수소이온농도(PH) 감소, 치아 광물 녹음, 치아 구조물 파괴, 충치 형성 순으로 진행된다. 

설탕과 점착성이 강한 음식을 자주 먹고 소홀한 양치질, 불량한 보철물, 부정교합, 유전, 흡연도 충치를 일으킨다.◇양치질에 치실·치간칫솔도 사용해야충치를 예방하는 방법은 입안을 깨끗하게 만들어 유지하는 것이다.
입안이 깨끗하면 충치를 일으키는 세균 증식을 막는다.

치아에 치태도 덜 쌓인다. 치태 발생을 줄이려면 양치질로 입안 구석구석을 꼼꼼히 닦아야 한다.
아무리 애를 써도 칫솔이 구석구석 치아 사이 깊은 곳까지 닦아주지는 못한다. 치아 사이를 청소해줄 보조용품이 필요하다.

치주 질환이 없는 젊은층은 치실을 사용하면 된다. 잇몸이 내려가 치아 사이에 공간이 생긴 장년층 이상은 치간칫솔을 보조적으로 사용해 찌꺼기를 청소한다. 충치는 대부분의 사람이 증상이 꽤 진행되기 전까지 모르고 방치하는 경우가 많다.

신경치료가 필요할 정도로 썩지 않으면 통증을 거의 느끼지 못한다. 치아는 겉껍질이 단단하지만 속은 약하다.
치아 수명을 길에 유지하려면 정기적으로 치과 의료기관을 방문해 상태를 점검해야 한다. 보통 충치가 생겨 증상이 깊어지려면 6개월 정도 걸린다.
6개월이나 1년에 1번 이상은 치과 의료기관을 방문해야 충치 위험을 줄인다.",1
1_00154,'30조원' 걸고 100만달러 번 구글…'세기의 대결' 대박,"우승상금 100만달러(고정환율 적용, 총 11억원)가 걸린 구글 딥마인드의 '알파고 이벤트'로 구글 지주회사 알파벳 주가가 나흘간 5% 이상 올라 시가총액 기준으로는 무려 250억달러, 우리 돈으로 약 30조원을 번 '세기의 대결'이 대박을 맞았다. 

의결권이 없는 알파벳 주식도 30조원 가량 늘어 두 종목을 합하면 시가총액 증가분은 무려 60조원에 달한다. 

구글 지주회사 알파벳의 주식 가운데 의결권이 있는 A형 보통주(종목기호GOOGL) 주가는 14일(현지시간) 뉴욕 나스닥 시장에서 전일대비 0.72% 오른 750.24달러에 거래를 마쳤다. 

구글 딥마인드가 개발한 인공지능(AI) 바둑 프로그램 '알파고'와 바둑 최고수 이세돌 9단과의 5번기 대국은 지난 9일 오후 1시부터 시작됐다. 인간과 기계가 맞붙는 '세기의 대결'로 주목받았던 첫 승부에서 알파고는 예상을 깨고 첫승을 거뒀다. 

한국과 미국의 시차로 인해 알파고의 첫승 소식은 미국 현지시간으로 9일부터 증시에 반영됐다. 이날 5번기 5국이 진행되고 있다. 5번기 4국 성적까지 반영된 나흘간 주가는 5.1% 올랐다. 시가총액은 4911억달러에서 5164억달러로 약 250억달러 늘었다. 

같은 기간 나스닥 지수가 2.2% 올랐던 것에 비하면 구글 주가는 시장수익률을 상회(아웃퍼품)한 것이다.

의결권이 없는 C형 무의결권주(종목명 GOOG)의 주가 흐름도 이와 비슷하다. 같은 기간 C형 무의결권주는 5.3% 올랐다. 시가총액은 253억달러 늘었다. 알파벳의 주식은 A형 보통주, B형 주식, C형 무의결권주 등 3종류로 구성돼 있다. B형 주식은 비상장 주식이다. A주와 C주는 별개 종목이다. 두 종목의 나흘간 시가총액 상승분을 합하면 원화로 무려 60조원에 달한다.

지난달 알파벳 주가는 애플을 한때 추월해 미국 시가총액 1위를 기록하기도 했다. 구글은 지난해 8월 지주회사 알파벳을 설립하고 기업구조를 지주회사 체제로 전환했다. IT업종에 국한됐던 사업구조를 각종 다양한 분야로 확대, 재편했다.

최동환 신한금융투자 연구원은 ""향후 시장 방향성 판단에 있어 나스닥 시장의 주도주인 알파벳 및 소프트웨어 업체들의 상승 추세가 바뀌지 않았다고 본다""고 밝혔다. 

알파벳 주가가 나흘간 5% 오른 것을 두고 '알파고 효과'라고만 할 수는 없다.시장에서 주가를 움직이는 변수는 매우 많기 때문이다. 하지만 이번 '알파고 매치'로 구글이 전세계에 'AI 기술력'을 과시하면서 거둔 유·무형적 효과를 감안하면 주가 상승폭에 알파고 효과를 배제할 수가 없는 상황이다.

한 기술 전문가는 ""구글이 AI가 뭔지도 모르는 한국의 바둑 전문가들에게 100만달러라는 싼 상금을 걸고 구글만 '대박'을 친 이벤트를 벌인 격""이라며 ""애초에 100만달러라는 상금이 말이 안됐다""고 꼬집었다. 5번기 3국까지 이세돌 9단이 3연패를 거두면서 상금 100만달러도 수포로 돌아간 상태다. ",1
1_00155,"오리온, KCC 꺾고 14년 만에 준우승 등극","고양 오리온이 전주 KCC를 이기고 14년만에 프로농구 정상에 올랐다. 

오리온은 29일 고양체육관에서 벌어진 2015-16 KCC 프로농구 챔피언결정전(7전 4선승제) 6차전 KCC와의 경기에서 120-86, 34점차의 대승을 거뒀다. 시리즈 전적 4승2패를 만든 오리온은 지난 2001-02시즌 이후 14년만에 팀 통산 두 번째 우승을 달성하는 감격을 누렸다.

반면 5차전에서 기사회생했던 KCC는 무기력한 경기력으로 대패, 정규리그 우승에 만족하게 됐다. 오리온은 이날 야투율 69%(49/70), 3점슛 성공률 68%(13/19) 등 절정의 슛감으로 KCC 수비진을 농락했다.

이날 오리온이 전반에 기록한 64점은 역대 챔피언결정전 전반 최다 득점 타이 기록이었고, 최종 스코어인 120점은 지난 2000-01시즌 서울 삼성이 창원 LG전에서 기록한 역대 챔프전 한 경기 최다 득점 타이기록이다오리온은 조 잭슨이 26득점 10어시스트, 김동욱이 23득점으로 공격을 이끌었고, 애런 헤인즈(17득점), 허일영(16득점), 문태종(14득점), 이승현(14득점) 등 무려 6명이 두 자릿수 득점을 올렸다. KCC는 전반전에만 7개의 턴오버를 기록하면서 자멸했다.

안드레 에밋이 21득점을 올렸지만 혼자 힘으론 역부족이었다. 경기초반엔 양 팀의 뜨거운 공방전이 이어졌다. 오리온은 1쿼터 김동욱의 득점이 활발했지만, KCC 역시 김지후의 3점포로 맞섰다.

김지후에게 3점슛을 3개나 허용한 오리온은 1쿼터 중반까지 팽팽한 경기를 이어갔다. 그러나 쿼터 막판부터 오리온의 수비가 효과를 봤고, 속공으로 많은 점수를 올렸다.

허일영의 3점이 연이어 림을 가른 오리온은 1쿼터를 7점 앞선 채 마쳤다. 2쿼터, 한순간에 승부가 기울었다.
오리온은 김동욱이 공 없을 때의 활발한 움직임으로 KCC 수비진을 휘저었고, 그 사이 KCC의 턴오버가 연달아 나왔다. 상대의 수비 실책을 그대로 득점으로 연결한 KCC는 허일영, 헤인즈, 잭슨의 연이은 득점으로 순식간에 15점차까지 달아났다. KCC는 작전타임을 부르며 분위기 반전을 시도했지만 불붙은 오리온을 저지하기엔 역부족이었다.

오리온은 잭슨의 돌파 득점까지 폭발하면서 점수차를 벌려갔다.
전반전이 끝날 때 점수차는 25점차, 사실상 승부는 기운 상태였다. 오리온에게 자비는 없었다.
3쿼터에도 베스트 라인업을 풀가동해 최고의 기량을 발휘했고, 한때 33점차까지 달아나면서 여유있게 승리를 굳혔다. 오리온은 4쿼터 4분여를 남기고 주전들을 대거 교체하며 승리를 만끽했다.",1
1_00156,문재인 “호남이 지지 거두면 정치 은퇴ㆍ대선 출마” 선언,"더불어민주당 문재인 전 대표가 ""호남이 지지해 주지 않으면 정계 은퇴를 하고 대선에도 불출마하겠다""고 밝혔다.  

문 전 대표는 이날 광주를 방문했다. 그는 김홍걸 국민통합위원장과 함께 광주 국립 5·18묘지를 찾았다. 문 전 대표는 ""정치인으로서, 당의 전 대표로서, 그 이전에는 대선주자로서 제가 얼마나 부족한 사람인지 잘 알고 있다""며 ""호남 분들의 전폭적 지지를 밑거름 삼았던 제가 여러분에게 한 번도 제대로 승리의 기쁨을 돌려드리지 못했다""고 말했다. 

그는 ""저에 대한 지지를 거두시겠다면 저는 미련 없이 정치일선에서 물러나겠다""며 ""대선에도 도전하지 않겠다""고 밝혔다. 이어 문 전 대표는 ""진정한 호남의 뜻이라면 저는 저에 대한 심판조차 기쁜 마음으로 받아들이겠다""고 했다. 문 전 대표는 '광주시민들께 드리는 글'을 통해 이같이 말했다.

해당 글 전문이다.
<광주시민들께 드리는 글>광주시민 여러분, 뵙고 싶었습니다. 보고 싶은 마음이 커서, 언제라도 이곳으로 달려오고 싶었는데,말리시는 분들이 참 많았습니다. 정치인으로서,당의 전 대표로서,또 그 이전에는 대선주자로서 제가 얼마나 부족한 사람인지 잘 알고 있습니다. 

호남 분들의 전폭적 지지를 밑거름 삼았던 제가,여러분에게 한 번도 제대로 승리의 기쁨을 돌려드리지 못했습니다. 호남에 고립감과 상실감만 안겨드렸습니다. 강한 야당의 모습을 보여드리지 못했고,정권교체의 희망도 드리지 못했습니다. 당의 분열을 막지 못했고, 후보 단일화도 이루지 못했습니다.

반드시 이겨야 할 국면에서 분열로 인한 패배를 걱정하게 만들었습니다. 얼마나 많은 실망을 하셨는지,잘 알고 있습니다. 광주시민 여러분. 못난 문재인이 왔습니다. 여러분에게 직접 야단을 맞고,직접 질타를 듣기 위해서,안 된다는 당을 설득해 이제야 왔습니다. 늦어서 죄송합니다.
그리고 그간의 부족함에 대해서도 진심으로 용서를 구합니다.

여러분의 분이 풀릴 때까지, 제 얼굴 맞대고, 호되게 꾸짖어 주십시오. 저와 당의 부족한 점을 메우느라 정신없었던 사이, 호남 분들에게 좀 더 가깝게 다가가지 못했습니다.
이렇게 오해와 불신의 골이 깊어졌습니다.
이제라도, 제가 할 수 있는 그 무엇이든 하겠습니다. 광주시민 여러분, 죄송합니다. 광주시민 여러분. 그러나 이제, 제가 대표직에서 물러난 우리 더불어 민주당은 과거의 혼란을 딛고 새롭고 유능한 인재들로 넘쳐 납니다.

저에 대한 섭섭함 때문에 이 유능한 인재들의 면면을 외면하지 말아 주십시오.
제가 다 담지 못했던 호남 분들의 요구와 열망을,누구보다 열정적으로 국회에 퍼 나를 인재들입니다. 차기,차차기 이 나라를 이끌어가기에 충분한 인재들이 호남의 더불어 민주당 후보들 속에 있습니다. 정권을 탈환하고,대권을 꿈꿀 만한 훌륭한 씨앗들이 뿌려졌습니다. 더불어 민주당은 이렇게 새로운 인재들로 다시 태어났습니다. 호남 기득권 정치인의 물갈이를 바라는 호남의 민심에 우리당은 호응했습니다. 

이 분들에게 기회를 주십시오. 자신 있게 기대감을 가지고 힘을 주십시오. 더불어 민주당 기호2번의 새롭고 활기찬 후보들이야 말로,호남의 정신과 열정을 한 지역에 가두어 두지 않고 전국적으로 확장시켜 갈 인재들입니다. 호남 정신의 지평을 전국으로 넓히면서 지역 경제,문화에 새 바람을 이끌 주역들입니다. 그런 전문성과 인적 인프라를 충분히 갖춘 인재들입니다. 

시민 여러분. 호남을 볼모로 자신의 기득권에만 안주했던 구시대적 정치,호남 민심을 왜곡해서 호남을 변방에 가두어 두려는 분열적 정치인. 여러분들은 그런 정치인들에 대한 강한 교체 의지를 가지고 계실 겁니다. 더불어 민주당의 후보들을 통해 바로 그런 구시대적,분열적 정치인을 심판할 수 있습니다. 호남인에게 지역 정당이란 불명예를 안기면서까지 그들만의 영달을 쫓는 세력이 이 신성한 호남 땅에서 더 이상은 발붙이지 못하도록,더불어 민주당의 모든 호남 후보들은 끝까지 싸워 나갈 것입니다. 

시민 여러분이 그들에게 힘을 주십시오. 광주시민 여러분. 저에 대한 여러분의 실망과 섭섭함에도 불구하고,더불어 민주당에 대한 여러분의 애정을 믿어 의심치 않습니다. 아무리 부족하고 서운한 점이 많아도,그래도 새누리당과 맞서 정권교체 해낼 정당은 우리 더불어 민주당 밖에 없기 때문입니다. 그 애정에도 불구하고 저에 대한 지지를 거두시겠다면,저는 미련 없이 정치일선에서 물러나겠습니다. 대선에도 도전하지 않겠습니다. 호남의 정신을 담지 못하는 야당 후보는,이미 그 자격을 상실한 것과 같습니다. 

진정한 호남의 뜻이라면,저는,저에 대한 심판조차,기쁜 마음으로 받아들이겠습니다. 광주시민 여러분,호남 유권자 여러분. 저의 모든 과오를 짊어지겠습니다. 그러나 한 가지,제가 가져갈 수 없는 짐이 있습니다. 저에게 덧씌워진“호남홀대” “호남차별”이라는 오해는 부디 거두어 주십시오. 그 말 만큼은,제 인생을 송두리째 부정하는 치욕이고 아픔입니다. 

노무현 대통령과 참여정부에 대한 모욕입니다. 저와 당과 호남의 분열을 바라는 사람들의 거짓말에 휘둘리지 말아주십시오. 그것만은 절대 인정하지 않겠습니다. 엄혹했던5공 군부독재 정권 시절,부산의 민주화 운동은‘5월의 광주’를 부산시민들에게 알리는 것이었습니다. 87년6월항쟁 전야5월,노무현과 제가 부산 가톨릭센터에서 연광주 비디오 관람회를 보려는 부산 시민들이 줄을 이었습니다. 

그 열기는6월항쟁으로 이어졌고,부산 가톨릭센터는 명동성당처럼 부산6월항쟁의 중심이 됐습니다. 이렇게 대한민국의 민주화는,호남과 호남 바깥 민주화 세력의 결합으로 이루어졌습니다.

3당 합당으로 호남이 고립됐을 때도,그에 반대한 영남의 민주화 세력은 지역 내에서 전라도니 빨갱이니 핍박받고 고립되면서도 호남과 잡은 손을 놓지 않았습니다. 저는 그 결합이 김대중 정부를 탄생시켰고,노무현 정부를 탄생시켰다고 믿습니다. 

그것이 노무현과 제가 걸어온 길이었습니다. 영남에서 지지 받지 못했던 노무현 대통령이었고,참여정부였습니다. 그런데 정작 호남에서는 영남 패권주의라고 비난받는다면,그야말로 서글픈 일이 아닐 수 없습니다. 물론 참여정부가,압도적인 지지로 출범시켜준 호남의 기대에 못 미친 점이 많았을 것입니다. 대북송금 특검도 있었고,민주당과 열린우리당의 분당도 있었습니다. 

노무현 대통령이‘광주가 정치적인 고향’이라고 말할 정도로 호남을 사랑했어도,호남사람처럼 호남의 정서를 알 수는 없었을 것입니다. 호남이 듣기에 섭섭한 말을 했을 수도 있습니다. 그러나 결단코 호남 홀대는 없었습니다. 오히려 역대 어느 정부보다 호남을 배려했다고 자부합니다. 호남과 호남 바깥의 민주화 세력을 이간하여,호남을 다시 고립화시키려는 사람들의 거짓말에 휘둘리지 말아주십시오. 

호남과 호남 바깥의 민주화 세력이 다시 굳건하게 손을 잡을 때만이,세 번째 민주정부를 만들어낼 수 있습니다. 호남만으로도 안 되고,이른바‘친노’만으로도 안 됩니다. 자신 있게 말할 수 있는 것은,호남 바깥에서는 잘해가고 있다는 것입니다. 

이번 총선에서도 부산에서,경남에서,울산에서,대구에서,경북에서,강원에서 더 늘어난 승리를 보여드릴 것입니다. 호남이 손을 거둬들이지만 않는다면,정권교체 반드시 해낼 수 있다고 광주시민,전남북 도민들께 자신 있게 말씀드립니다. 총선이 끝나면 곧바로 전당대회를 통해 더불어 민주당 지도부도 새롭게 선출됩니다. 물론 저는 앞으로 당권에는 일체 관여하지 않을 것입니다. 

더 이상 국회의원도 아닌 만큼,시민들 속으로 들어가서 정권교체의 역량을 키워나갈 것입니다. 광주시민 여러분,저를 믿고 더불어 민주당에게 다시 한 번 힘을 모아 주십시오. 자주 오겠습니다. 총선이 끝나면,더 여유로운 신분으로 자주 놀러 오겠습니다. 정치인 문재인이 아니라 미운 정 고운 정,다 든 못난 아들놈처럼 맞아 주실 거라 믿습니다. 광주시민 여러분,사랑합니다.",1
1_00157,만취 여성 집 '전번'  기억…찾아가 성폭행한 공기업직원에게 집행유예 선고,"지인의 친구를 집에 데려다주면서 만취 여성의 집 현관문 비밀번호를 알아내 새벽에 찾아가 성폭행한 공기업 직원에게 법원이 집행유예를 선고했다. . 

서울북부지법 형사합의11부(부장판사 이재희)는 주거침입준강간과 절도 혐의로 기소된 신모씨(48)에게 징역 3년에 집행유예 4년을 선고했다고 13일 밝혔다. 아울러 법원은 신씨에게 200시간의 사회봉사와 40시간의 성폭력 치료강의 수강을 명령했다. 

신씨는 지난해 9월 지인의 부탁으로 지인과 함께 술에 취한 A씨(48·여)를 업고 집까지 바래다주면서 A씨가 누르던 현관문 비밀번호를 기억한 뒤 새벽에 다시 찾아가 간음한 혐의로 기소됐다. 

신씨는 A씨를 바래다준 이후 지인과 다시 술을 마시다가 다음날 오전 3시50분쯤 알아낸 비밀번호를 이용해 A씨의 집에 들어가 만취한 A씨를 성폭행했다. 또 신씨는 A씨의 지갑에서 현금 7만원을 꺼내 나온 혐의로도 기소됐다. 

재판부는 ""A씨가 더 큰 피해를 당할지 모른다는 두려움에 항거할 엄두도 내지 못해 신씨를 무거운 형으로 처벌해야 한다""면서도 ""신씨가 A씨와 합의하고 잘못을 뉘우치는 태도를 보이며 처와 학생인 아들 둘을 부양해야 하는 가장""이라며 양형 이유를 밝혔다.",1
1_00158,새누리 과반 달성...16년 만에 야소여대 가능성,"지상파 3사가 모두 새누리당의 과반 실패를 예상하며 16년 만에 여소야대 국회가 꾸려질 가능성이 제기됐다. 

13일 KBS·MBC·SBS 지상파 3사는 ""새누리당이 최대 150석을 넘지 못할 것""이라는 조사 결과를 내놨다. KBS는 새누리당이 최저 116석에서 최대 136석을 얻을 것으로 전망했다. 

SBS는 최소 123석에서 최대 147석, MBC는 최저 118석에서 최대 136석을 획득할 것으로 내다봤다. 당초 과반 이상 획득을 예상했던 새누리당은 당황스러움을 나타냈다.

새누리당 원유철(54) 원내대표는 출구조사 결과를 확인한 뒤 짧은 탄식을 삼키기도 했다.반면, 더불어민주당은 예상치 못한 '약진'에 안도의 한숨을 쉬었다.

KBS는 더민주가 최저 101석에서 최대 127석을, SBS는 최저 97석에서 최대 120석을, MBC는 최저 107석에서 최대 128석을 얻을 것으로 예상했다.

국민의 당은 3사 모두 30~40석 사이 의석을 획득할 것으로 예상했다. 출구조사 결과가 맞다면, 지난 2000년 16대 총선 이후 16년 만에 여소야대 국회가 꾸려질 가능성이 나온다.?당시 집권 여당인 새천년민주당은 한나라당에 패해 110석 안팎 의석을 얻는 데 그쳤다.?",1
1_00159,손흥민이 꼽은 '아시아 최고 선수 4명',"손흥민,기성용,혼다 케이스케,카가와 신지'영원한 캡틴' 박지성(35) 씨가 '아시아 최고'로 꼽은 4명의 선수다.' 

'2018 러시아 월드컵' 아시아 지역 최종예선 조추점을 위해 말레이시아 쿠알라룸푸르를 찾은 박지성 씨는 지난 13일(이하 현지시각) 스포츠 전문 매체 ESPN FC와의 인터뷰에서 이같이 밝혔다.

박지성 씨는 매체에 ""나는 (현역) 아시아 최고 선수 4명이 손흥민(23·토트넘), 기성용(27·스완지), 혼다 케이스케(29·AC밀란), 카가와 신지(27·도르트문트)라고 생각한다""고 밝혔다. 

이어 ""그 가운데 누가 가장 나은지 말하기는 어렵지만 4명 모두 훌륭한 선수""라고 덧붙였다. 이날 박지성 씨는 월드컵 최종 예선 조추첨 결과에 대해서도 언급했다. 당초 조 추첨자로 나서려던 그가 주최 측의 운영 미숙으로 직접 조추첨을 하지 못한 뒤였다. 그는 한국 대표팀이이란, 우즈베키스탄, 중국, 카타르, 시리아와 함께 A조에 속한 것에 대해 ""녹록지 않다""고 했다.

그러면서도 후배들이 잘 해낼 것이라는 믿음을 전했다. 박지성 씨는 ""한국은 월드컵 예선에서 좋은 경기력을 보인다.

이번에도 그와 같이 잘해주길 바란다""며 ""울리 슈틸리케(Uli Stielike·61)감독이 대표팀을 맡으신 뒤 매우 잘 하고 있다""고 말했다.(끄덕) 지느님께서 말씀하사 그것이 진리더라. ' 맨체스터 유나이티드(이하 맨유)의 톱4 가능성에 대해서는 ""매우 어려운 질문""이라고 박지성 씨는 답했다. 

프리미어리그 5위 랭크돼있는 맨유에 대해 그는 ""꾸준히 그들이 플레이를 한다면 여전히 (톱4) 가능성은 있다""고 했다. 이어 ""이번 시즌은 꽤 기복이 심했다""며 ""맨유가 잘해서 그들을 챔피언스리그에서 볼 수 있길 바란다""고 덧붙였다.",1
